DATE,PRICE,OPEN,HIGH,LOW,VOLUME,CHANGE(%)
30 Jan 2020,310.70,316.75,316.75,305.65,35802330,-1.82%
29 Jan 2020,316.45,317.85,319.70,315.55,23914114,0.43%
28 Jan 2020,315.10,317.95,320.00,311.05,26488426,-0.35%
27 Jan 2020,316.20,320.90,322.00,315.80,23309355,-2.42%
24 Jan 2020,324.05,323.50,327.30,321.15,22706879,0.26%
23 Jan 2020,323.20,316.00,324.80,314.15,33293610,2.23%
22 Jan 2020,316.15,317.00,317.00,313.70,24994911,0.78%
21 Jan 2020,313.70,313.80,316.95,312.00,30591772,-0.10%
20 Jan 2020,314.00,321.00,321.45,313.40,30682902,-1.26%
17 Jan 2020,318.00,313.00,323.50,310.10,58396326,-1.64%
16 Jan 2020,323.30,324.00,326.90,322.35,26653623,-0.29%
15 Jan 2020,324.25,329.00,329.20,322.35,32625740,-1.14%
14 Jan 2020,328.00,329.80,331.70,326.50,26296117,-0.83%
13 Jan 2020,330.75,334.00,335.45,329.05,23615129,-0.45%
10 Jan 2020,332.25,331.00,337.95,328.10,42377838,0.62%
09 Jan 2020,330.20,326.90,331.40,325.00,40348407,3.25%
08 Jan 2020,319.80,312.10,321.50,311.00,44527485,0.44%
07 Jan 2020,318.40,324.45,327.00,315.40,50966826,-0.19%
06 Jan 2020,319.00,331.70,331.70,317.70,35645325,-4.41%
03 Jan 2020,333.70,337.95,337.95,332.00,21853208,-1.65%
02 Jan 2020,339.30,334.50,339.85,333.35,20324236,1.45%
01 Jan 2020,334.45,334.70,335.95,332.15,17379320,0.21%
